Status/Disposal,Ear Tag,Ear Tag Location,Brand,Brand Location,Tattoo,Tattoo Location,Other ID,Other ID Location,Name,Registration Number,Breeder,Breeder Member Number,Owner,Owner Member Number,Date of Birth,Birth Method,Sire,Dam,Status,Type or Sex,Percent Purebred,Breed,Breed 1,Breed 2,Breed 3,Breed Comp 1,Breed Comp 2,Breed Comp 3,Horns,Color Markings,EPDType,EPD Reporting Period,Calving Ease Direct EPD,Calving Ease Direct Acc,Birth Weight EPD,Birth Weight Acc,Weaning Weight EPD,Weaning Weight Acc,Yearling Weight EPD,Yearling Weight Acc,Milk EPD,Milk Acc,Total Maternal EPD,Calving Ease Maternal EPD,Calving Ease Maternal Acc,Scrotal Circumference EPD,Scrotal Circumference Acc,Ribeye Area EPD,Ribeye Area Acc,Marbling EPD,Marbling Acc,Fat Thickness EPD,Fat Thickness Acc,Carcass Weight EPD,Carcass Weight  Acc,Percent Retail Cuts EPD,Percent Retail Cuts Acc,Intramuscular Fat EPD,Intramuscular Fat Acc,Birth Weight,Adjusted Birth Weight,Birth Contemp Group,Birth contemporaries,Birth Weight Ratio,Birth Height,Calving Ease,Birth Code,Nurse Code,Twin code,Dam Teat Score,Dam Udder Score,Dam Gestation Length,Weaning Date,Weaning Weight Date,Weaning Weight,Adjusted Weaning Weight,Weaning Contemp Group,Weaning Contemporaries,Weaning Weight Ratio,Weaning WDA,Weaning Height,Weaning Frame Score,Weaning Mgmt Code,Weaning Pasture Code,Weaning Sheath/Namvel,Yearling Date,Yearling Weight Date,Yearling Weight,Adjusted Yearling Weight,Yearling Contemp Group,Yearling Contemporaries,Yearling Weight Ratio,Yearling WDA,Yearling ADG,Yearling ADG Ratio,Yearling Height,Yearling Frame Score,Yearling Mgmt Code,Yearling Pasture Code,Yearling Sheath/Navel
0,,,C0271,RH,174,,,,ARTESIAN 0174,1T209772,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/28/2020,NS,AF40212,X192148,Active,B,,,AA,AN,,50,50,,P,,N,20240808,-0.5,0.13,0.9,0.09,41,0.06,77,0.01,27,0.04,47.4515,,,,,,,,,,,,,,,,,0,,16403-5,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,175,,,,ARTESIAN 0175,1T209773,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/11/2020,NS,AF62396,X192168,Active,B,,,AA,AR,,50,50,,P,,N,20240808,-5.5,0.11,1.7,0.08,44,0.04,79,0.01,26,0.03,47.6465,,,,,,,,,,,,,,,,,0,,16403-5,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,177,,,,ARTESIAN 0177,1T209775,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,11/4/2020,NS,AF40212,X192176,Active,B,,,AA,AR,,50,50,,S,,N,20240808,-0.5,0.13,0.9,0.09,41,0.06,77,0.01,27,0.04,47.4515,,,,,,,,,,,,,,,,,0,,16403-5,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,181,,,,ARTESIAN 0181,1T209779,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/23/2020,NS,AF62396,X192161,Active,C,,,AA,AR,,50,50,,P,,N,20240808,-5.5,0.11,1.7,0.08,44,0.04,79,0.01,26,0.03,47.6465,,,,,,,,,,,,,,,,,0,0,16403-7,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,185,,,,ARTESIAN 0185,1T209783,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/23/2020,NS,AF62396,X192173,Active,B,,,AA,AR,,50,50,,S,,N,20240808,-5.5,0.11,1.7,0.08,44,0.04,79,0.01,26,0.03,47.6465,,,,,,,,,,,,,,,,,0,,16403-5,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,186,,,,ARTESIAN 0186,1T209784,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,11/21/2020,NS,AF40212,X192142,Active,B,,,AA,AN,,50,50,,S,,N,20240808,-0.5,0.13,0.9,0.09,41,0.06,77,0.01,27,0.04,47.4515,,,,,,,,,,,,,,,,,0,,16403-5,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,187,,,,ARTESIAN 0187,1T209785,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/24/2020,NS,AF40212,X192189,Active,B,,,AA,AR,,50,50,,S,,N,20240808,-0.5,0.13,0.9,0.09,41,0.06,77,0.01,27,0.04,47.4515,,,,,,,,,,,,,,,,,0,,16403-5,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,189,,,,ARTESIAN 0189,1T209787,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/20/2020,NS,AF40212,X192181,Active,B,,,AA,AR,,50,50,,S,,N,20240808,-0.5,0.13,0.9,0.09,41,0.06,77,0.01,27,0.04,47.4515,,,,,,,,,,,,,,,,,0,,16403-5,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,190,,,,ARTESIAN 0190,1T209788,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,11/3/2020,NS,AF87030,X192165,Active,B,,,AA,AR,,50,50,,P,,N,20240808,-3.6,0.08,1.6,0.07,48,0.05,86,0.01,28,0.04,51.759,,,,,,,,,,,,,,,,,0,,16403-5,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,192,,,,ARTESIAN 0192,1T209790,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/20/2020,NS,AF40212,X192166,Active,B,,,AA,AR,,50,50,,S,,N,20240808,-0.5,0.13,0.9,0.09,41,0.06,77,0.01,27,0.04,47.4515,,,,,,,,,,,,,,,,,0,,16403-5,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,197,,,,ARTESIAN 0197,1T209795,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/24/2020,NS,AF62396,X192169,Active,B,,,AA,AR,,50,50,,H,,N,20240808,-5.5,0.11,1.7,0.08,44,0.04,79,0.01,26,0.03,47.6465,,,,,,,,,,,,,,,,,0,,16403-5,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,198,,,,ARTESIAN 0198,1T209796,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/19/2020,NS,AF62396,X192192,Active,B,,,AA,AR,,50,50,,S,,N,20240808,-5.5,0.11,1.7,0.08,44,0.04,79,0.01,26,0.03,47.6465,,,,,,,,,,,,,,,,,0,,16403-5,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,199,,,,ARTESIAN 0199,1T209797,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/23/2020,NS,AF62396,X192161,Active,B,,,AA,AR,,50,50,,S,,N,20240808,-5.5,0.11,1.7,0.08,44,0.04,79,0.01,26,0.03,47.6465,,,,,,,,,,,,,,,,,0,0,16403-8,1,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,200,,,,ARTESIAN 0200,1T209798,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/21/2020,NS,AF62396,X192164,Active,B,,,AA,AR,,50,50,,P,,N,20240808,-5.5,0.11,1.7,0.08,44,0.04,79,0.01,26,0.03,47.6465,,,,,,,,,,,,,,,,,0,,16403-5,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,202,,,,ARTESIAN 0202,1T209800,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/12/2020,NS,AF62396,X192196,Active,B,,,AA,AR,,50,50,,S,,N,20240808,-5.5,0.11,1.7,0.08,44,0.04,79,0.01,26,0.03,47.6465,,,,,,,,,,,,,,,,,0,,16403-5,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,203,,,,ARTESIAN 0203,1T209801,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,12/8/2020,NS,AF62396,X192183,Active,B,,,AA,AR,,50,50,,H,,N,20240808,-5.5,0.11,1.7,0.08,44,0.04,79,0.01,26,0.03,47.6465,,,,,,,,,,,,,,,,,0,,16403-3,3,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,206,,,,ARTESIAN 0206,1T209804,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,12/2/2020,NS,AF62396,X192191,Active,B,,,AA,AR,,50,50,,P,,N,20240808,-5.5,0.11,1.7,0.08,44,0.04,79,0.01,26,0.03,47.6465,,,,,,,,,,,,,,,,,0,,16403-3,3,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,208,,,,ARTESIAN 0208,1T209806,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/21/2020,NS,AF62396,X192182,Active,B,,,AA,AR,,50,50,,S,,N,20240808,-5.5,0.11,1.7,0.08,44,0.04,79,0.01,26,0.03,47.6465,,,,,,,,,,,,,,,,,0,,16403-5,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,209,,,,ARTESIAN 0209,1T209807,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/23/2020,NS,AF62396,X192186,Active,B,,,AA,AR,,50,50,,S,,N,20240808,-5.5,0.11,1.7,0.08,44,0.04,79,0.01,26,0.03,47.6465,,,,,,,,,,,,,,,,,0,,16403-5,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,210,,,,ARTESIAN 0210,1T209808,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/21/2020,NS,AF62396,X192179,Active,B,,,AA,AR,,50,50,,S,,N,20240808,-5.5,0.11,1.7,0.08,44,0.04,79,0.01,26,0.03,47.6465,,,,,,,,,,,,,,,,,0,,16403-5,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,212,,,,ARTESIAN 0212,1T209810,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/21/2020,NS,AF1,X192185,Active,C,,,AA,AR,,50,50,,H,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,16403-4,83,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,214,,,,ARTESIAN 0214,1T209812,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/30/2020,NS,AF40212,X192151,Active,B,,,AA,AN,,50,50,,S,,N,20240808,-0.5,0.13,0.9,0.09,41,0.06,77,0.01,27,0.04,47.4515,,,,,,,,,,,,,,,,,0,,16403-5,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,216,,,,ARTESIAN 0216,1T209814,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,11/15/2020,NS,AF40212,X192178,Active,B,,,AA,AR,,50,50,,P,,N,20240808,-0.5,0.13,0.9,0.09,41,0.06,77,0.01,27,0.04,47.4515,,,,,,,,,,,,,,,,,0,,16403-5,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,220,,,,ARTESIAN 0220,1T209818,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/28/2020,NS,AF42333,X209712,Active,B,,,AA,AN,,50,50,,P,,N,20240808,-5.9,0.11,1.5,0.08,43,0.05,79,0.01,25,0.04,46.7455,,,,,,,,,,,,,,,,,0,0,16990-1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,221,,,,ARTESIAN 0221,1T209819,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/30/2020,NS,AF36497,X209708,Active,B,,,AA,AN,,50,50,,S,,N,20240808,-3.8,0.12,2.3,0.08,46,0.05,84,0.01,26,0.04,49.418,,,,,,,,,,,,,,,,,0,0,16991-1,1,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,222,,,,ARTESIAN 0222,1T209820,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/30/2020,NS,AF36497,X209708,Active,C,,,AA,AN,,50,50,,P,,N,20240808,-3.8,0.12,2.3,0.08,46,0.05,84,0.01,26,0.04,49.418,,,,,,,,,,,,,,,,,0,0,16992-1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,223,,,,ARTESIAN 0223,1T209821,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,11/12/2020,NS,AF42333,X209711,Active,B,,,AA,AN,,50,50,,P,,N,20240808,-5.9,0.11,1.5,0.08,43,0.05,79,0.01,25,0.04,46.7455,,,,,,,,,,,,,,,,,0,0,16993-1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,228,,,,ARTESIAN 0228,1T209826,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/27/2020,NS,AF42333,X186202,Active,B,,,AA,AN,,50,50,,P,,N,20240808,-5.9,0.11,1.5,0.08,43,0.05,79,0.01,25,0.04,46.7455,,,,,,,,,,,,,,,,,0,,16403-5,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,229,,,,ARTESIAN 0229,1T209827,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/9/2020,NS,AF87058,X209702,Active,B,,,AA,AN,,50,50,,P,,N,20240808,-4.5,0.05,1.2,0.04,41,0.03,77,0.01,25,0.02,45.9805,,,,,,,,,,,,,,,,,0,0,16998-1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,240,,,,ARTESIAN 0240,1T209831,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/13/2020,NS,AF42333,X209618,Active,B,,,AA,AN,,50,50,,S,,N,20240808,-5.9,0.11,1.5,0.08,43,0.05,79,0.01,25,0.04,46.7455,,,,,,,,,,,,,,,,,0,,16403-5,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,242,,,,ARTESIAN 0242,1T209833,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/24/2020,NS,AF42330,X209619,Active,B,,,AA,AN,,50,50,,S,,N,20240808,-5.1,0.11,2.1,0.08,42,0.05,77,0.01,27,0.04,48.2155,,,,,,,,,,,,,,,,,0,,16403-5,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,243,,,,ARTESIAN 0243,1T209834,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/30/2020,NS,AF42333,X93773,Active,B,,,AA,AN,XX,50,25,25,H,,N,20240808,-5.9,0.11,1.5,0.08,43,0.05,79,0.01,25,0.04,46.7455,,,,,,,,,,,,,,,,,0,,16402-8,12,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,244,,,,ARTESIAN 0244,1T209835,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,11/25/2020,NS,AF42333,X209626,Active,C,,,AA,AN,,50,50,,P,,N,20240808,-5.9,0.11,1.5,0.08,43,0.05,79,0.01,25,0.04,46.7455,,,,,,,,,,,,,,,,,0,,16403-4,83,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,248,,,,ARTESIAN 0248,1T209839,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/12/2020,NS,AF36497,X186032,Active,B,,,AA,AN,,50,50,,S,,N,20240808,-3.8,0.12,2.3,0.08,46,0.05,84,0.01,26,0.04,49.418,,,,,,,,,,,,,,,,,0,,16403-5,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,250,,,,ARTESIAN 0250,1T209841,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/24/2020,NS,AF40828,X93759,Active,B,,,AA,AN,XX,50,25,25,H,,N,20240808,-3,0.09,2.1,0.08,45,0.06,81,0.01,24,0.05,46.947,,,,,,,,,,,,,,,,,0,,16402-8,12,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,252,,,,ARTESIAN 0252,1T209843,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/28/2020,NS,AF31519,X93968,Active,B,,,AA,AN,XX,50,25,25,H,,N,20240808,-0.5,0.1,0.4,0.08,47,0.06,83,0.01,24,0.04,46.999,,,,,,,,,,,,,,,,,0,,16402-8,12,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,254,,,,ARTESIAN 0254,1T209845,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,12/5/2020,NS,AF36497,X93804,Active,B,,,AA,AN,XX,50,25,25,P,,N,20240808,-3.8,0.12,2.3,0.08,46,0.05,84,0.01,26,0.04,49.418,,,,,,,,,,,,,,,,,0,0,16402-10,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,255,,,,ARTESIAN 0255,1T209846,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/15/2020,NS,AF40818,X93897,Active,B,,,AA,AN,XX,50,25,25,S,,N,20240808,-5.6,0.11,3.6,0.08,49,0.07,88,0.01,28,0.04,52.665,,,,,,,,,,,,,,,,,0,,16402-8,12,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,258,,,,ARTESIAN 0258,1T209849,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/29/2020,NS,AF42333,X209617,Active,B,,,AA,AN,HP,50,25,25,S,,N,20240808,-5.9,0.11,1.5,0.08,43,0.05,79,0.01,25,0.04,46.7455,,,,,,,,,,,,,,,,,0,,16403-5,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,262,,,,ARTESIAN 0262,1T209853,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/26/2020,NS,AF42333,X209629,Active,B,,,AA,AN,HP,50,25,25,P,,N,20240808,-5.9,0.11,1.5,0.08,43,0.05,79,0.01,25,0.04,46.7455,,,,,,,,,,,,,,,,,0,,16403-5,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,263,,,,ARTESIAN 0263,1T209854,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/15/2020,NS,AF42333,X209622,Active,B,,,AA,AN,,50,50,,S,,N,20240808,-5.9,0.11,1.5,0.08,43,0.05,79,0.01,25,0.04,46.7455,,,,,,,,,,,,,,,,,0,,16403-5,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,264,,,,ARTESIAN 0264,1T209855,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/20/2020,NS,AF62449,X209630,Active,B,,,AA,AN,HP,50,25,25,H,,N,20240808,-6.3,0.12,2.5,0.08,47,0.07,84,0.01,25,0.05,48.822998,,,,,,,,,,,,,,,,,0,,16403-5,30,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,265,,,,ARTESIAN 0265,1T209856,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/6/2020,NS,AF42333,X109557,Active,B,,,AA,AN,,50,50,,P,,N,20240808,-5.9,0.11,1.5,0.08,43,0.05,79,0.01,25,0.04,46.7455,,,,,,,,,,,,,,,,,0,,16402-8,12,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,267,,,,ARTESIAN 0267,1T209858,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/31/2020,NS,AF42333,X93895,Active,B,,,AA,AN,XX,50,25,25,S,,N,20240808,-5.9,0.11,1.5,0.08,43,0.05,79,0.01,25,0.04,46.7455,,,,,,,,,,,,,,,,,0,,16402-8,12,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,269,,,,ARTESIAN 0269,1T209860,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/20/2020,NS,AF40212,X151571,Active,B,,,AA,AN,XX,50,25,25,S,,N,20240808,-0.5,0.13,0.9,0.09,41,0.06,77,0.01,27,0.04,47.4515,,,,,,,,,,,,,,,,,0,,16402-8,12,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,270,,,,ARTESIAN 0270,1T209861,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/25/2020,NS,AF62449,X94197,Active,B,,,AA,AN,XX,50,25,25,P,,N,20240808,-6.3,0.12,2.5,0.08,47,0.07,84,0.01,25,0.05,48.822998,,,,,,,,,,,,,,,,,0,,16402-8,12,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,271,,,,ARTESIAN 0271,1T209862,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/28/2020,NS,AF40818,X93873,Active,B,,,AA,AN,XX,50,25,25,S,,N,20240808,-5.6,0.11,3.6,0.08,49,0.07,88,0.01,28,0.04,52.665,,,,,,,,,,,,,,,,,0,,16402-8,12,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,273,,,,ARTESIAN 0273,1T209864,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/17/2020,NS,AF36497,X93794,Active,B,,,AA,AN,HP,50,25,25,P,,N,20240808,-3.8,0.12,2.3,0.08,46,0.05,84,0.01,26,0.04,49.418,,,,,,,,,,,,,,,,,0,,16402-8,12,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,274,,,,ARTESIAN 0274,1T209865,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,10/24/2020,NS,AF40818,X93876,Active,B,,,AA,AN,XX,50,25,25,S,,N,20240808,-5.6,0.11,3.6,0.08,49,0.07,88,0.01,28,0.04,52.665,,,,,,,,,,,,,,,,,0,,16402-8,12,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,279,,,,ARTESIAN 0279,1T210000,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,4/22/2021,NS,AF40212,X209900,Active,B,,,AA,AR,,50,50,,S,,N,20240808,-0.5,0.13,0.9,0.09,41,0.06,77,0.01,27,0.04,47.4515,,,,,,,,,,,,,,,,,0,,17002-2,4,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,281,,,,ARTESIAN CATTLE 0281,1T217693,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,3/7/2021,NS,AF36497,X93905,Active,B,,,AA,XX,,50,50,,P,,N,20240808,-3.8,0.12,2.3,0.08,46,0.05,84,0.01,26,0.04,49.418,,,,,,,,,,,,,,,,,0,,18216-4,69,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,282,,,,ARTESIAN CATTLE 0282,1T217694,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,3/24/2021,NS,AF62449,X93807,Active,B,,,AA,AN,XX,50,25,25,S,,N,20240808,-6.3,0.12,2.5,0.08,47,0.07,84,0.01,25,0.05,48.822998,,,,,,,,,,,,,,,,,0,,18216-4,69,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,283,,,,ARTESIAN CATTLE 0283,1T217695,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,3/14/2021,NS,AF62449,X93961,Active,B,,,AA,AN,XX,50,25,25,S,,N,20240808,-6.3,0.12,2.5,0.08,47,0.07,84,0.01,25,0.05,48.822998,,,,,,,,,,,,,,,,,0,,18216-4,69,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,284,,,,ARTESIAN CATTLE 0284,1T217696,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,3/30/2021,NS,AF42333,X94221,Active,B,,,AA,CH,XX,50,25,25,H,,N,20240808,-5.9,0.11,1.5,0.08,43,0.05,79,0.01,25,0.04,46.7455,,,,,,,,,,,,,,,,,0,,18216-4,69,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,285,,,,ARTESIAN CATTLE 0285,1T217697,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,4/11/2021,NS,AF101957,X151559,Active,B,,,AA,AN,XX,50,25,25,H,,N,20240808,-3.4,0.08,1.8,0.08,43,0.06,79,0.01,25,0.04,46.613,,,,,,,,,,,,,,,,,0,,18216-4,69,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,C0271,RH,286,,,,ARTESIAN CATTLE 0286,1T217698,ARTESIAN CATTLE & FARMING LLC,291,ARTESIAN CATTLE & FARMING LLC,291,3/25/2021,NS,AF87030,X151566,Active,B,,,AA,AN,XX,50,25,25,H,,N,20240808,-3.6,0.08,1.6,0.07,48,0.05,86,0.01,28,0.04,51.759,,,,,,,,,,,,,,,,,0,,18216-4,69,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
